timestamp_s,sample_id,dt_s,vehicle_speed_kmh,wheel_rotation_hz,estimated_motor_order_hz,accel_vertical_mps2,accel_lateral_mps2
0.08000000,80,0.00100000,25.08000000,3.57670786,21.79400000,0.00150859,0.00065411
0.08100000,81,0.00100000,25.08100000,3.57685047,21.79455000,-0.00607326,0.01705542
0.08200000,82,0.00100000,25.08200000,3.57699308,21.79510000,-0.02305041,0.00818296
0.08300000,83,0.00100000,25.08300000,3.57713570,21.79565000,-0.01788444,0.00481616
0.08400000,84,0.00100000,25.08400000,3.57727831,21.79620000,-0.00980008,-0.00025246
0.08500000,85,0.00100000,25.08500000,3.57742092,21.79675000,-0.00150089,0.00943480
0.08600000,86,0.00100000,25.08600000,3.57756353,21.79730000,0.00647052,-0.01060496
0.08700000,87,0.00100000,25.08700000,3.57770614,21.79785000,0.00281063,0.01586825
0.08800000,88,0.00100000,25.08800000,3.57784876,21.79840000,0.00733256,0.00201948
0.08900000,89,0.00100000,25.08900000,3.57799137,21.79895000,-0.00052800,0.02245261
0.09000000,90,0.00100000,25.09000000,3.57813398,21.79950000,0.03142196,0.02930509
0.09100000,91,0.00100000,25.09100000,3.57827659,21.80005000,0.03553532,0.01062245
0.09200000,92,0.00100000,25.09200000,3.57841920,21.80060000,0.03834964,0.02020968
0.09300000,93,0.00100000,25.09300000,3.57856182,21.80115000,0.02522644,0.01458242
0.09400000,94,0.00100000,25.09400000,3.57870443,21.80170000,0.04274995,0.00933265
0.09500000,95,0.00100000,25.09500000,3.57884704,21.80225000,0.03356431,0.01050229
0.09600000,96,0.00100000,25.09600000,3.57898965,21.80280000,0.04690540,0.01942396
0.09700000,97,0.00100000,25.09700000,3.57913226,21.80335000,0.03398059,0.01526629
0.09800000,98,0.00100000,25.09800000,3.57927488,21.80390000,0.04095174,0.01959519
0.09900000,99,0.00100000,25.09900000,3.57941749,21.80445000,0.03362429,0.01475953
0.10000000,100,0.00100000,25.10000000,3.57956010,21.80500000,0.04041838,0.00267412
0.10100000,101,0.00100000,25.10100000,3.57970271,21.80555000,0.03701848,0.02521544
0.10200000,102,0.00100000,25.10200000,3.57984532,21.80610000,0.03081037,0.01693522
0.10300000,103,0.00100000,25.10300000,3.57998794,21.80665000,0.02401983,0.00488561
0.10400000,104,0.00100000,25.10400000,3.58013055,21.80720000,0.04496315,0.01469045
0.10500000,105,0.00100000,25.10500000,3.58027316,21.80775000,0.03166862,0.01642065
0.10600000,106,0.00100000,25.10600000,3.58041577,21.80830000,0.02723656,0.02857672
0.10700000,107,0.00100000,25.10700000,3.58055838,21.80885000,0.02998093,0.00147244
0.10800000,108,0.00100000,25.10800000,3.58070100,21.80940000,0.01952857,0.00819623
0.10900000,109,0.00100000,25.10900000,3.58084361,21.80995000,0.02176421,0.00903215
0.11000000,110,0.00100000,25.11000000,3.58098622,21.81050000,0.01541369,0.01110961
0.11100000,111,0.00100000,25.11100000,3.58112883,21.81105000,0.04743757,0.00916291
0.11200000,112,0.00100000,25.11200000,3.58127144,21.81160000,0.01269174,0.02035297
0.11300000,113,0.00100000,25.11300000,3.58141406,21.81215000,0.03894606,0.01346794
0.11400000,114,0.00100000,25.11400000,3.58155667,21.81270000,0.04079900,0.00847782
0.11500000,115,0.00100000,25.11500000,3.58169928,21.81325000,0.02301179,0.02780828
0.11600000,116,0.00100000,25.11600000,3.58184189,21.81380000,0.00922439,0.03340437
0.11700000,117,0.00100000,25.11700000,3.58198450,21.81435000,0.01885532,-0.00215820
0.11800000,118,0.00100000,25.11800000,3.58212712,21.81490000,0.00910713,0.00031590
0.11900000,119,0.00100000,25.11900000,3.58226973,21.81545000,0.04156345,0.02021894
0.12000000,120,0.00100000,25.12000000,3.58241234,21.81600000,-0.00975688,0.02719579
0.12100000,121,0.00100000,25.12100000,3.58255495,21.81655000,0.02032050,0.01315662
0.12200000,122,0.00100000,25.12200000,3.58269756,21.81710000,0.01860680,0.01996539
0.12300000,123,0.00100000,25.12300000,3.58284017,21.81765000,0.00404236,0.00406680
0.12400000,124,0.00100000,25.12400000,3.58298279,21.81820000,0.00959748,0.01979047
0.12500000,125,0.00100000,25.12500000,3.58312540,21.81875000,-0.00348462,0.01761607
0.12600000,126,0.00100000,25.12600000,3.58326801,21.81930000,-0.00618817,0.01799581
0.12700000,127,0.00100000,25.12700000,3.58341062,21.81985000,-0.02163567,0.01876469
0.12800000,128,0.00100000,25.12800000,3.58355323,21.82040000,-0.00065694,-0.01983504
0.12900000,129,0.00100000,25.12900000,3.58369585,21.82095000,-0.01147000,0.00405813
0.13000000,130,0.00100000,25.13000000,3.58383846,21.82150000,-0.03282586,0.01493406
0.13100000,131,0.00100000,25.13100000,3.58398107,21.82205000,-0.02097303,-0.00115426
0.13200000,132,0.00100000,25.13200000,3.58412368,21.82260000,-0.02073013,-0.00162951
0.13300000,133,0.00100000,25.13300000,3.58426629,21.82315000,-0.01705493,0.00026693
0.13400000,134,0.00100000,25.13400000,3.58440891,21.82370000,-0.00961230,-0.00765910
0.13500000,135,0.00100000,25.13500000,3.58455152,21.82425000,0.01533446,0.00376264
0.13600000,136,0.00100000,25.13600000,3.58469413,21.82480000,0.01437333,0.00670061
0.13700000,137,0.00100000,25.13700000,3.58483674,21.82535000,0.00498720,0.01989598
0.13800000,138,0.00100000,25.13800000,3.58497935,21.82590000,0.01684395,0.00981662
0.13900000,139,0.00100000,25.13900000,3.58512197,21.82645000,0.02335140,0.00937042
0.14000000,140,0.00100000,25.14000000,3.58526458,21.82700000,0.03321252,0.01119687
0.14100000,141,0.00100000,25.14100000,3.58540719,21.82755000,0.03429981,0.00378128
0.14200000,142,0.00100000,25.14200000,3.58554980,21.82810000,0.03486149,0.01392633
0.14300000,143,0.00100000,25.14300000,3.58569241,21.82865000,0.03399278,0.01777717
0.14400000,144,0.00100000,25.14400000,3.58583503,21.82920000,0.03407461,-0.02818997
0.14500000,145,0.00100000,25.14500000,3.58597764,21.82975000,0.01805000,0.01055038
0.14600000,146,0.00100000,25.14600000,3.58612025,21.83030000,0.04900689,0.01087292
0.14700000,147,0.00100000,25.14700000,3.58626286,21.83085000,0.01980804,-0.00087829
0.14800000,148,0.00100000,25.14800000,3.58640547,21.83140000,0.02899948,-0.00533650
0.14900000,149,0.00100000,25.14900000,3.58654809,21.83195000,0.02502387,-0.00752233
0.15000000,150,0.00100000,25.15000000,3.58669070,21.83250000,0.03673704,0.00188737
0.15100000,151,0.00100000,25.15100000,3.58683331,21.83305000,0.02565145,-0.00759002
0.15200000,152,0.00100000,25.15200000,3.58697592,21.83360000,0.01598076,-0.00265658
0.15300000,153,0.00100000,25.15300000,3.58711853,21.83415000,0.03279798,0.01140776
0.15400000,154,0.00100000,25.15400000,3.58726115,21.83470000,0.03147967,0.01647571
0.15500000,155,0.00100000,25.15500000,3.58740376,21.83525000,0.02592522,0.01553256
0.15600000,156,0.00100000,25.15600000,3.58754637,21.83580000,0.02799998,0.01158752
0.15700000,157,0.00100000,25.15700000,3.58768898,21.83635000,0.01090724,0.01852616
0.15800000,158,0.00100000,25.15800000,3.58783159,21.83690000,0.02736649,0.01327613
0.15900000,159,0.00100000,25.15900000,3.58797421,21.83745000,0.02509272,-0.00193318
0.16000000,160,0.00100000,25.16000000,3.58811682,21.83800000,0.01717587,0.00347827
0.16100000,161,0.00100000,25.16100000,3.58825943,21.83855000,0.02648058,-0.01303464
0.16200000,162,0.00100000,25.16200000,3.58840204,21.83910000,0.00491649,0.02845940
0.16300000,163,0.00100000,25.16300000,3.58854465,21.83965000,0.02171254,-0.00616599
0.16400000,164,0.00100000,25.16400000,3.58868727,21.84020000,0.00450359,0.00554656
0.16500000,165,0.00100000,25.16500000,3.58882988,21.84075000,0.00269616,-0.00152487
0.16600000,166,0.00100000,25.16600000,3.58897249,21.84130000,-0.01104225,0.01167183
0.16700000,167,0.00100000,25.16700000,3.58911510,21.84185000,-0.01595031,0.00524303
0.16800000,168,0.00100000,25.16800000,3.58925771,21.84240000,0.01106510,-0.01876809
0.16900000,169,0.00100000,25.16900000,3.58940032,21.84295000,-0.00178268,0.01821363
0.17000000,170,0.00100000,25.17000000,3.58954294,21.84350000,-0.02095548,-0.01117794
0.17100000,171,0.00100000,25.17100000,3.58968555,21.84405000,-0.02292557,0.01209340
0.17200000,172,0.00100000,25.17200000,3.58982816,21.84460000,-0.02448747,-0.00448462
0.17300000,173,0.00100000,25.17300000,3.58997077,21.84515000,-0.01591956,0.00047910
0.17400000,174,0.00100000,25.17400000,3.59011338,21.84570000,-0.02487654,-0.01293522
0.17500000,175,0.00100000,25.17500000,3.59025600,21.84625000,-0.00319116,0.00529570
0.17600000,176,0.00100000,25.17600000,3.59039861,21.84680000,-0.03787713,-0.00681630
0.17700000,177,0.00100000,25.17700000,3.59054122,21.84735000,-0.02641793,-0.01340853
0.17800000,178,0.00100000,25.17800000,3.59068383,21.84790000,-0.00249936,-0.00528033
0.17900000,179,0.00100000,25.17900000,3.59082644,21.84845000,-0.01696382,0.02212423
0.18000000,180,0.00100000,25.18000000,3.59096906,21.84900000,-0.02628093,-0.00932704
0.18100000,181,0.00100000,25.18100000,3.59111167,21.84955000,0.00771707,-0.00322716
0.18200000,182,0.00100000,25.18200000,3.59125428,21.85010000,0.00337809,0.01812962
0.18300000,183,0.00100000,25.18300000,3.59139689,21.85065000,0.00498540,0.02177080
0.18400000,184,0.00100000,25.18400000,3.59153950,21.85120000,0.00770806,0.00825034
0.18500000,185,0.00100000,25.18500000,3.59168212,21.85175000,0.01066822,-0.00018593
0.18600000,186,0.00100000,25.18600000,3.59182473,21.85230000,0.00406896,0.00671566
0.18700000,187,0.00100000,25.18700000,3.59196734,21.85285000,0.02609095,0.01986232
0.18800000,188,0.00100000,25.18800000,3.59210995,21.85340000,0.03171451,0.00323148
0.18900000,189,0.00100000,25.18900000,3.59225256,21.85395000,0.02632862,0.02233235
0.19000000,190,0.00100000,25.19000000,3.59239518,21.85450000,0.02607013,-0.00165315
0.19100000,191,0.00100000,25.19100000,3.59253779,21.85505000,0.01752484,0.00484390
0.19200000,192,0.00100000,25.19200000,3.59268040,21.85560000,0.04223928,-0.00125839
0.19300000,193,0.00100000,25.19300000,3.59282301,21.85615000,0.01761359,-0.01119353
0.19400000,194,0.00100000,25.19400000,3.59296562,21.85670000,0.00930569,0.00941642
0.19500000,195,0.00100000,25.19500000,3.59310824,21.85725000,0.03360027,-0.01185586
0.19600000,196,0.00100000,25.19600000,3.59325085,21.85780000,0.04919031,0.00115649
0.19700000,197,0.00100000,25.19700000,3.59339346,21.85835000,0.00476868,0.00497672
0.19800000,198,0.00100000,25.19800000,3.59353607,21.85890000,0.02318509,-0.01321754
0.19900000,199,0.00100000,25.19900000,3.59367868,21.85945000,0.02787421,-0.00726301
0.20000000,200,0.00100000,25.20000000,3.59382130,21.86000000,-0.00062503,-0.00013966
0.20100000,201,0.00100000,25.20100000,3.59396391,21.86055000,0.00625231,-0.01017755
0.20200000,202,0.00100000,25.20200000,3.59410652,21.86110000,-0.01279012,0.01006370
0.20300000,203,0.00100000,25.20300000,3.59424913,21.86165000,-0.00820788,-0.00660731
0.20400000,204,0.00100000,25.20400000,3.59439174,21.86220000,-0.00031279,-0.00337655
0.20500000,205,0.00100000,25.20500000,3.59453436,21.86275000,-0.00132814,-0.00514477
0.20600000,206,0.00100000,25.20600000,3.59467697,21.86330000,0.02933411,0.00597595
0.20700000,207,0.00100000,25.20700000,3.59481958,21.86385000,0.00040765,0.00801659
0.20800000,208,0.00100000,25.20800000,3.59496219,21.86440000,0.01674674,-0.00696432
0.20900000,209,0.00100000,25.20900000,3.59510480,21.86495000,-0.00315934,0.00711379
0.21000000,210,0.00100000,25.21000000,3.59524742,21.86550000,-0.01306548,-0.00534862
0.21100000,211,0.00100000,25.21100000,3.59539003,21.86605000,-0.00011746,-0.00652208
0.21200000,212,0.00100000,25.21200000,3.59553264,21.86660000,-0.01784196,0.00231830
0.21300000,213,0.00100000,25.21300000,3.59567525,21.86715000,0.00487253,0.00539407
0.21400000,214,0.00100000,25.21400000,3.59581786,21.86770000,-0.01831141,0.00031232
0.21500000,215,0.00100000,25.21500000,3.59596047,21.86825000,0.01414515,-0.01071501
0.21600000,216,0.00100000,25.21600000,3.59610309,21.86880000,-0.02152466,-0.01282748
0.21700000,217,0.00100000,25.21700000,3.59624570,21.86935000,-0.04182257,-0.00773627
0.21800000,218,0.00100000,25.21800000,3.59638831,21.86990000,-0.03272422,-0.01715744
0.21900000,219,0.00100000,25.21900000,3.59653092,21.87045000,-0.01782176,-0.01993359
0.22000000,220,0.00100000,25.22000000,3.59667353,21.87100000,-0.02912878,0.00570746
0.22100000,221,0.00100000,25.22100000,3.59681615,21.87155000,-0.02424725,-0.00158610
0.22200000,222,0.00100000,25.22200000,3.59695876,21.87210000,-0.01788526,-0.01832937
0.22300000,223,0.00100000,25.22300000,3.59710137,21.87265000,-0.03248174,0.00810897
0.22400000,224,0.00100000,25.22400000,3.59724398,21.87320000,-0.02528039,0.03217289
0.22500000,225,0.00100000,25.22500000,3.59738659,21.87375000,-0.00647836,-0.00543719
0.22600000,226,0.00100000,25.22600000,3.59752921,21.87430000,-0.01018725,0.00511499
0.22700000,227,0.00100000,25.22700000,3.59767182,21.87485000,0.00347562,-0.01301727
0.22800000,228,0.00100000,25.22800000,3.59781443,21.87540000,0.00818110,0.01010003
0.22900000,229,0.00100000,25.22900000,3.59795704,21.87595000,0.01368094,0.00779882
0.23000000,230,0.00100000,25.23000000,3.59809965,21.87650000,0.00010130,0.00905450
0.23100000,231,0.00100000,25.23100000,3.59824227,21.87705000,-0.00172300,0.00289352
0.23200000,232,0.00100000,25.23200000,3.59838488,21.87760000,0.02406377,0.01669770
0.23300000,233,0.00100000,25.23300000,3.59852749,21.87815000,0.02378866,-0.00407582
0.23400000,234,0.00100000,25.23400000,3.59867010,21.87870000,0.02735137,0.00052288
0.23500000,235,0.00100000,25.23500000,3.59881271,21.87925000,0.02987605,-0.01220577
0.23600000,236,0.00100000,25.23600000,3.59895533,21.87980000,0.02138649,-0.00160593
0.23700000,237,0.00100000,25.23700000,3.59909794,21.88035000,0.01490733,0.02481909
0.23800000,238,0.00100000,25.23800000,3.59924055,21.88090000,0.01424623,0.00683347
0.23900000,239,0.00100000,25.23900000,3.59938316,21.88145000,0.00339406,0.01025522
0.24000000,240,0.00100000,25.24000000,3.59952577,21.88200000,0.00610754,-0.01338315
0.24100000,241,0.00100000,25.24100000,3.59966839,21.88255000,0.01112807,0.00187001
0.24200000,242,0.00100000,25.24200000,3.59981100,21.88310000,0.02757918,0.01262972
0.24300000,243,0.00100000,25.24300000,3.59995361,21.88365000,0.00810290,0.00374250
0.24400000,244,0.00100000,25.24400000,3.60009622,21.88420000,0.00824013,0.00489372
0.24500000,245,0.00100000,25.24500000,3.60023883,21.88475000,-0.01410379,0.00532722
0.24600000,246,0.00100000,25.24600000,3.60038145,21.88530000,0.02122239,0.00904115
0.24700000,247,0.00100000,25.24700000,3.60052406,21.88585000,-0.00825109,0.00079426
0.24800000,248,0.00100000,25.24800000,3.60066667,21.88640000,-0.00052966,-0.00819833
0.24900000,249,0.00100000,25.24900000,3.60080928,21.88695000,-0.01136463,0.01656037
0.25000000,250,0.00100000,25.25000000,3.60095189,21.88750000,0.02975012,-0.00650993
0.25100000,251,0.00100000,25.25100000,3.60109451,21.88805000,0.00394311,-0.00588870
0.25200000,252,0.00100000,25.25200000,3.60123712,21.88860000,0.01306888,0.01480474
0.25300000,253,0.00100000,25.25300000,3.60137973,21.88915000,-0.00658070,0.01243502
0.25400000,254,0.00100000,25.25400000,3.60152234,21.88970000,0.00191560,-0.01415142
0.25500000,255,0.00100000,25.25500000,3.60166495,21.89025000,-0.00015891,-0.01500824
0.25600000,256,0.00100000,25.25600000,3.60180757,21.89080000,0.01101786,-0.00520054
0.25700000,257,0.00100000,25.25700000,3.60195018,21.89135000,0.00673535,-0.00565772
0.25800000,258,0.00100000,25.25800000,3.60209279,21.89190000,-0.00123350,-0.02075870
0.25900000,259,0.00100000,25.25900000,3.60223540,21.89245000,-0.02050719,-0.00605119
0.26000000,260,0.00100000,25.26000000,3.60237801,21.89300000,-0.01963607,0.00265660
0.26100000,261,0.00100000,25.26100000,3.60252062,21.89355000,-0.00573432,0.00596351
0.26200000,262,0.00100000,25.26200000,3.60266324,21.89410000,-0.00810135,-0.00684365
0.26300000,263,0.00100000,25.26300000,3.60280585,21.89465000,-0.00322723,-0.02232680
0.26400000,264,0.00100000,25.26400000,3.60294846,21.89520000,-0.03200299,-0.01590492
0.26500000,265,0.00100000,25.26500000,3.60309107,21.89575000,-0.02740838,-0.01297554
0.26600000,266,0.00100000,25.26600000,3.60323368,21.89630000,-0.01678591,-0.00214593
0.26700000,267,0.00100000,25.26700000,3.60337630,21.89685000,-0.04616908,-0.00644568
0.26800000,268,0.00100000,25.26800000,3.60351891,21.89740000,-0.02367235,0.00475845
0.26900000,269,0.00100000,25.26900000,3.60366152,21.89795000,-0.02515368,0.00264725
0.27000000,270,0.00100000,25.27000000,3.60380413,21.89850000,-0.02194633,0.00108261
0.27100000,271,0.00100000,25.27100000,3.60394674,21.89905000,-0.01800051,0.00321573
0.27200000,272,0.00100000,25.27200000,3.60408936,21.89960000,0.03614743,-0.00150437
0.27300000,273,0.00100000,25.27300000,3.60423197,21.90015000,-0.01104132,-0.00767888
0.27400000,274,0.00100000,25.27400000,3.60437458,21.90070000,0.02897698,-0.01256330
0.27500000,275,0.00100000,25.27500000,3.60451719,21.90125000,0.01604955,-0.01345882
0.27600000,276,0.00100000,25.27600000,3.60465980,21.90180000,0.02196895,0.00281560
0.27700000,277,0.00100000,25.27700000,3.60480242,21.90235000,0.01024955,0.00916168
0.27800000,278,0.00100000,25.27800000,3.60494503,21.90290000,0.00382541,0.00290322
0.27900000,279,0.00100000,25.27900000,3.60508764,21.90345000,0.01740232,-0.00282640
0.28000000,280,0.00100000,25.28000000,3.60523025,21.90400000,0.01640182,0.00080311
0.28100000,281,0.00100000,25.28100000,3.60537286,21.90455000,0.01986879,-0.00140419
0.28200000,282,0.00100000,25.28200000,3.60551548,21.90510000,0.03505304,0.00225381
0.28300000,283,0.00100000,25.28300000,3.60565809,21.90565000,0.03924330,0.01243901
0.28400000,284,0.00100000,25.28400000,3.60580070,21.90620000,0.01067893,-0.01315818
0.28500000,285,0.00100000,25.28500000,3.60594331,21.90675000,-0.00071878,-0.00094918
0.28600000,286,0.00100000,25.28600000,3.60608592,21.90730000,0.01082386,0.00224566
0.28700000,287,0.00100000,25.28700000,3.60622854,21.90785000,0.02006891,0.00022013
0.28800000,288,0.00100000,25.28800000,3.60637115,21.90840000,0.02359360,-0.00583164
0.28900000,289,0.00100000,25.28900000,3.60651376,21.90895000,0.01888168,0.01718779
0.29000000,290,0.00100000,25.29000000,3.60665637,21.90950000,0.01242926,-0.00736113
0.29100000,291,0.00100000,25.29100000,3.60679898,21.91005000,0.00398321,0.01311236
0.29200000,292,0.00100000,25.29200000,3.60694160,21.91060000,0.02398992,0.01309849
0.29300000,293,0.00100000,25.29300000,3.60708421,21.91115000,-0.00401514,0.00059642
0.29400000,294,0.00100000,25.29400000,3.60722682,21.91170000,0.01815546,-0.01770007
0.29500000,295,0.00100000,25.29500000,3.60736943,21.91225000,0.00635400,0.00936244
0.29600000,296,0.00100000,25.29600000,3.60751204,21.91280000,-0.00209608,0.00429535
0.29700000,297,0.00100000,25.29700000,3.60765466,21.91335000,-0.00250011,-0.00295418
0.29800000,298,0.00100000,25.29800000,3.60779727,21.91390000,-0.00559293,-0.00127806
0.29900000,299,0.00100000,25.29900000,3.60793988,21.91445000,0.01030647,0.01252028
0.30000000,300,0.00100000,25.30000000,3.60808249,21.91500000,0.02777039,0.00293930
0.30100000,301,0.00100000,25.30100000,3.60822510,21.91555000,0.01650977,-0.01025598
0.30200000,302,0.00100000,25.30200000,3.60836772,21.91610000,-0.01025168,0.00741560
0.30300000,303,0.00100000,25.30300000,3.60851033,21.91665000,-0.01139297,0.01248057
0.30400000,304,0.00100000,25.30400000,3.60865294,21.91720000,-0.00693092,0.00666860
0.30500000,305,0.00100000,25.30500000,3.60879555,21.91775000,-0.00904750,0.01172604
0.30600000,306,0.00100000,25.30600000,3.60893816,21.91830000,-0.03395016,-0.00814825
0.30700000,307,0.00100000,25.30700000,3.60908077,21.91885000,-0.01772626,0.00473083
0.30800000,308,0.00100000,25.30800000,3.60922339,21.91940000,-0.02377844,0.00592802
0.30900000,309,0.00100000,25.30900000,3.60936600,21.91995000,-0.04122547,-0.00480375
